Year	DoY	Hour	NEE	LE	H	Rg	Tair	Tsoil	rH	VPD	Ustar
2023	111	6.5	0.97	9.45	-26.59	51.26	23.06	23.17	90.58	2.65	0.58
2023	111	7.0	-3.52	23.61	-3.14	92.35	23.43	23.17	88.83	3.21	0.59
2023	111	7.5	-6.59	68.16	22.94	116.11	23.97	23.17	86.31	4.07	0.7
2023	111	8.0	-8.88	112.28	66.66	215.69	24.55	23.16	83.46	5.09	0.86
2023	111	8.5	-9.73	89.98	65.86	222.84	24.94	23.16	81.71	5.76	0.71
2023	111	9.0	-9.69	137.18	86.24	215.47	25.44	23.17	78.93	6.83	0.68
2023	111	9.5	-9.08	136.85	94.08	398.85	26.02	23.28	76.06	8.03	0.7
2023	111	10.0	-12.52	184.01	152.07	671.82	26.54	23.41	73.43	9.19	0.77
2023	111	10.5	-13.22	238.1	171.55	736.93	27.37	23.58	69.52	11.08	0.62
2023	111	11.0	-15.09	246.58	154.52	784.29	28.11	23.86	65.23	13.19	0.59
2023	111	11.5	-11.2	225.23	151.38	759.45	28.28	24.12	65.7	13.14	0.42
2023	111	12.0	-13.23	284.42	208.67	850.21	28.87	24.44	61.88	15.11	0.33
2023	111	12.5	-8.73	276.38	162.55	799.53	29.21	24.63	60.42	16.0	0.6
2023	111	13.0	-13.78	381.98	149.69	680.12	29.47	24.84	58.63	16.98	0.48
2023	111	13.5	-10.95	269.64	150.32	735.45	29.85	24.97	56.93	18.06	0.28
2023	111	14.0	-11.56	231.48	124.61	688.64	30.2	25.08	55.18	19.18	0.69
2023	111	14.5	-6.64	193.33	98.89	652.27	30.39	25.14	54.48	19.69	0.35
2023	111	15.0	-5.31	158.33	76.73	575.25	30.56	25.11	53.74	20.21	0.39
2023	111	15.5	-6.18	158.42	44.74	406.27	30.49	25.03	53.37	20.29	0.22
2023	111	16.0	-7.76	135.8	44.89	357.59	30.6	25.05	53.61	20.32	0.39
2023	111	16.5	-4.27	113.18	19.19	259.91	30.4	25.0	55.2	19.39	0.31
2023	111	17.0	-1.26	75.3	7.35	179.15	29.99	24.98	57.43	18.0	0.32
2023	111	17.5	3.1	38.01	-3.98	43.61	29.36	24.99	60.69	16.03	0.25
2023	111	18.0	4.49	26.17	-15.31	14.4	28.55	24.94	64.23	13.92	0.23
2023	111	18.5	12.58	22.65	-27.37	0.32	27.54	24.86	70.52	10.82	0.45
2023	111	19.0	7.92	7.9	-15.58	0.0	26.87	24.8	74.33	9.06	0.37
2023	111	19.5	5.03	12.55	-9.06	0.0	26.41	24.74	76.22	8.17	0.28
2023	111	20.0	5.96	11.88	-17.23	0.0	26.14	24.67	77.13	7.73	0.27
2023	111	20.5	5.56	6.74	-26.75	0.0	25.79	24.61	78.82	7.01	0.28
2023	111	21.0	5.24	3.85	-20.54	0.0	25.58	24.5	79.82	6.6	0.28
2023	111	21.5	5.05	5.99	-19.82	0.0	25.3	24.44	81.4	5.98	0.35
2023	111	22.0	9.12	6.46	-15.02	0.0	24.68	24.4	85.55	4.48	0.43
2023	111	22.5	13.2	6.92	-10.22	0.0	23.07	24.35	92.05	2.24	0.57
2023	111	23.0	2.89	7.39	-7.62	0.0	22.45	24.3	90.84	2.48	0.46
2023	111	23.5	6.06	6.05	-5.03	0.0	21.98	24.21	94.2	1.53	0.47
2023	112	0.0	7.65	-9999	-10.42	0.0	21.96	24.14	93.94	1.59	0.65
2023	112	0.5	9.25	-9999	-15.8	0.0	21.65	24.12	94.86	1.32	0.33
2023	112	1.0	7.15	-9999	-10.86	0.0	21.43	24.03	94.35	1.44	0.24
2023	112	1.5	6.74	-9999	-25.9	0.0	21.31	23.92	91.06	2.26	0.27
2023	112	2.0	-1.71	-9999	-20.74	0.0	22.3	23.89	77.2	6.12	0.28
2023	112	2.5	11.38	-9999	-15.58	0.0	22.43	23.79	81.72	4.94	0.13
2023	112	3.0	4.05	-9999	-28.49	0.0	22.87	23.7	85.38	4.06	0.27
2023	112	3.5	4.72	-3.34	-31.11	0.0	23.2	23.59	83.51	4.67	0.26
2023	112	4.0	2.71	-3.36	-38.73	0.0	23.62	23.57	83.96	4.66	0.3
2023	112	4.5	1.69	-3.53	-30.89	0.0	23.88	23.51	84.54	4.57	0.22
2023	112	5.0	2.89	-3.7	-10.18	0.0	23.6	23.4	86.68	3.87	0.16
2023	112	5.5	7.24	-3.87	-35.95	0.6	23.51	23.36	87.79	3.53	0.3
2023	112	6.0	7.43	0.98	-38.63	15.3	23.29	23.28	88.84	3.18	0.45
2023	112	6.5	1.51	5.84	-26.54	65.48	23.43	23.27	88.19	3.4	0.44
2023	112	7.0	-1.85	38.76	-13.46	100.01	23.78	23.27	87.07	3.8	0.63
2023	112	7.5	-3.8	65.34	21.94	134.98	24.07	23.27	86.17	4.13	0.6
2023	112	8.0	-8.33	100.21	59.6	196.94	24.67	23.27	84.05	4.94	0.62
2023	112	8.5	-9.79	132.43	90.09	269.11	25.1	23.27	81.73	5.81	0.78
2023	112	9.0	-7.61	247.12	88.81	202.67	25.5	23.27	78.06	7.14	0.75
2023	112	9.5	-16.04	245.23	103.77	360.38	26.41	23.34	73.64	9.05	0.67
2023	112	10.0	-7.47	152.9	95.87	694.73	27.16	23.5	70.33	10.64	0.33
2023	112	10.5	-11.93	280.17	129.36	763.26	27.88	23.72	66.27	12.62	0.44
2023	112	11.0	-12.15	358.98	203.12	813.66	29.03	23.98	60.55	15.78	0.32
2023	112	11.5	-12.24	208.97	173.24	827.01	29.76	24.33	55.23	18.68	0.24
2023	112	12.0	-9.93	349.94	120.42	664.98	29.9	24.62	54.62	19.09	0.43
2023	112	12.5	-7.61	142.73	30.18	336.47	30.06	24.88	54.45	19.34	0.24
2023	112	13.0	-8.73	182.58	65.87	470.84	30.17	25.01	53.3	19.95	0.27
2023	112	13.5	-13.33	273.46	15.68	389.84	30.14	25.16	53.76	19.73	0.47
2023	112	14.0	-4.31	195.66	60.48	163.94	29.07	25.12	66.17	13.57	0.51
2023	112	14.5	-9999	299.41	105.29	59.48	26.49	25.13	75.44	8.47	0.91
2023	112	15.0	-9999	-9999	150.09	8.53	23.35	25.03	76.74	6.66	1.04
2023	112	15.5	-9999	-9999	95.27	13.79	23.23	24.4	72.87	7.71	0.5
2023	112	16.0	1.19	-9999	40.46	23.82	22.23	24.09	80.74	5.15	0.53
2023	112	16.5	4.06	13.24	-14.36	16.13	22.54	23.92	81.33	5.09	0.36
2023	112	17.0	6.28	33.55	-34.27	7.3	20.76	23.81	92.41	1.85	0.39
2023	112	17.5	8.5	53.85	-25.79	2.07	20.39	23.69	91.69	1.99	0.45
2023	112	18.0	-0.49	7.42	-17.3	0.49	20.66	23.55	86.36	3.31	0.19
2023	112	18.5	-9999	-9999	31.68	0.03	22.46	23.53	72.77	7.38	0.41
2023	112	19.0	-9999	-9999	11.06	0.0	23.84	23.39	63.71	10.7	0.45
2023	112	19.5	-9999	-9999	-9.56	0.0	21.3	23.3	82.63	4.39	0.75
2023	112	20.0	-9999	-9999	-30.18	0.0	23.26	23.26	70.17	8.49	0.14
2023	112	20.5	-9999	-9999	-7.24	0.0	24.86	23.17	61.62	12.02	0.38
2023	112	21.0	-9999	-9999	15.7	0.0	24.62	23.07	61.53	11.88	0.51
2023	112	21.5	-1.52	-9999	-9.51	0.0	25.75	22.99	56.77	14.28	0.17
2023	112	22.0	-0.09	-9999	-9999	0.0	25.55	22.86	56.08	14.33	0.48
2023	112	22.5	-0.71	-10.63	-9999	0.0	25.89	22.8	54.32	15.2	0.15
2023	112	23.0	-9999	-9999	-9999	0.0	21.48	22.79	79.69	5.19	0.2
2023	112	23.5	-9999	-9999	-12.64	0.0	21.91	22.7	74.01	6.82	0.09
2023	113	0.0	-9999	-9999	-11.12	0.0	23.37	22.66	61.76	10.95	0.13
2023	113	0.5	-0.82	-9999	-9.61	0.0	24.2	22.57	57.12	12.91	0.16
2023	113	1.0	-0.41	0.94	-9.72	0.0	24.55	22.54	58.11	12.88	0.13
2023	113	1.5	0.44	-4.85	-8.61	0.0	25.14	22.47	54.02	14.64	0.11
2023	113	2.0	1.66	-9999	-15.58	0.0	24.41	22.43	62.44	11.45	0.17
2023	113	2.5	2.87	-9999	-6.97	0.0	23.99	22.37	68.48	9.37	0.11
2023	113	3.0	-0.75	-9999	-4.01	0.0	23.94	22.32	71.34	8.5	0.09
2023	113	3.5	-0.93	-9999	-2.38	0.0	24.45	22.25	69.77	9.24	0.14
2023	113	4.0	-1.11	0.97	-0.74	0.0	24.89	22.14	68.52	9.88	0.04
2023	113	4.5	-0.29	0.2	-2.48	0.0	24.9	22.12	68.24	9.97	0.08
2023	113	5.0	0.27	2.5	-21.84	0.0	25.18	22.07	66.44	10.71	0.07
2023	113	5.5	4.21	8.09	-41.21	1.19	24.32	22.07	69.45	9.27	0.18
2023	113	6.0	0.75	7.6	-27.75	24.38	24.17	22.07	69.34	9.21	0.08
2023	113	6.5	0.58	0.72	-14.28	74.37	24.07	22.07	69.57	9.09	0.05
2023	113	7.0	-1.54	0.88	-0.82	115.74	24.47	22.06	67.9	9.83	0.04
2023	113	7.5	0.52	42.83	2.17	141.49	24.85	22.05	68.65	9.81	0.17
2023	113	8.0	-6.15	83.73	13.81	132.67	25.4	22.05	71.11	9.34	0.18
2023	113	8.5	-7.62	172.24	25.46	344.48	25.77	22.07	72.5	9.09	0.3
2023	113	9.0	-12.96	262.2	96.73	140.29	26.29	22.07	71.46	9.73	0.41
2023	113	9.5	-13.54	312.45	131.0	324.98	26.59	22.17	72.17	9.66	0.5
2023	113	10.0	-12.91	332.73	187.18	720.19	26.86	22.34	70.05	10.56	0.52
2023	113	10.5	-16.6	353.01	162.27	789.69	27.52	22.62	66.19	12.39	0.54
2023	113	11.0	-12.77	373.29	221.45	831.49	27.7	22.92	67.01	12.22	0.44
2023	113	11.5	-17.95	407.5	221.62	875.33	28.19	23.24	66.8	12.65	0.49
2023	113	12.0	-12.91	441.71	221.78	760.58	28.49	23.54	63.41	14.19	0.69
2023	113	12.5	-12.62	471.38	217.4	812.47	28.82	23.81	60.26	15.71	0.59
2023	113	13.0	-13.88	409.5	220.48	866.82	28.91	24.08	58.81	16.37	0.48
2023	113	13.5	-16.1	341.59	211.79	840.58	29.25	24.24	56.03	17.81	0.59
2023	113	14.0	-8.48	273.67	145.1	630.19	29.13	24.27	55.24	18.01	0.6
2023	113	14.5	-13.66	242.53	88.87	657.13	29.66	24.34	55.97	18.27	0.77
2023	113	15.0	-3.87	211.39	32.64	265.48	28.13	24.39	70.49	11.21	0.52
2023	113	15.5	-9999	46.09	-12.06	78.56	27.39	24.3	73.42	9.67	0.31
2023	113	16.0	-9999	58.23	-12.09	55.58	26.84	24.25	73.94	9.18	0.33
2023	113	16.5	-9999	-9999	-9999	33.73	26.18	24.24	78.09	7.42	0.39
2023	113	17.0	-1.45	-9999	-9999	15.22	25.29	24.2	91.12	2.85	0.18
2023	113	17.5	7.24	-9999	-9999	5.58	24.96	24.17	89.15	3.42	0.27
2023	113	18.0	15.94	-9999	-20.87	1.84	24.5	24.09	81.84	5.57	0.19
2023	113	18.5	8.83	112.18	-18.02	0.05	23.39	24.03	75.16	7.12	0.43
2023	113	19.0	6.64	54.15	-15.16	0.0	23.72	24.0	70.33	8.68	0.59
2023	113	19.5	4.45	-3.88	-12.3	0.0	23.36	23.92	73.73	7.52	0.17
2023	113	20.0	7.9	4.12	-1.52	0.0	22.33	23.78	78.19	5.86	0.2
2023	113	20.5	-9999	2.29	-4.09	0.0	22.38	23.73	78.42	5.82	0.25
2023	113	21.0	-9999	-8.46	-3.89	0.0	22.29	23.69	79.74	5.44	0.53
2023	113	21.5	-9999	-9999	-3.7	0.0	22.73	23.54	80.3	5.43	0.07
2023	113	22.0	-9999	-9999	-3.5	0.0	22.7	23.49	82.14	4.91	0.17
2023	113	22.5	-9999	-9999	-3.24	0.0	22.5	23.4	85.9	3.83	0.2
2023	113	23.0	4.22	19.76	-2.13	0.0	22.05	23.31	85.54	3.82	0.05
2023	113	23.5	7.04	6.42	-3.67	0.0	21.39	23.3	88.72	2.86	0.09
2023	114	0.0	9.86	-6.92	-7.76	0.0	21.0	23.22	91.36	2.14	0.07
2023	114	0.5	1.29	-7.43	-3.53	0.0	20.68	23.14	88.66	2.76	0.08
2023	114	1.0	5.06	-7.93	-9.14	0.0	20.63	23.06	85.67	3.47	0.05
2023	114	1.5	8.83	-6.21	-14.74	0.0	20.65	23.0	83.46	4.01	0.22
2023	114	2.0	6.21	-4.49	-9.14	0.0	20.18	22.93	89.3	2.52	0.08
2023	114	2.5	3.6	-0.45	-3.53	0.0	19.92	22.86	90.49	2.21	0.1
2023	114	3.0	1.47	2.21	-8.44	0.0	20.09	22.73	87.83	2.85	0.15
2023	114	3.5	-0.66	4.87	-1.68	0.0	20.02	22.65	86.71	3.1	0.08
2023	114	4.0	1.6	7.53	-5.76	0.0	20.24	22.59	82.36	4.18	0.14
2023	114	4.5	3.86	-1.36	-3.29	0.0	19.9	22.55	86.89	3.04	0.09
2023	114	5.0	6.13	-1.39	-5.46	0.0	19.41	22.46	89.23	2.42	0.13
2023	114	5.5	0.22	-3.3	-9.26	1.22	19.19	22.42	91.15	1.96	0.07
2023	114	6.0	-2.43	-5.76	-13.05	23.4	19.04	22.28	93.74	1.37	0.18
2023	114	6.5	-2.04	-8.23	-1.22	66.87	19.34	22.26	91.24	1.96	0.11
2023	114	7.0	-1.98	-6.02	-4.17	113.33	19.94	22.18	90.34	2.24	0.18
2023	114	7.5	-6.53	48.07	17.88	165.45	20.78	22.13	87.34	3.1	0.25
2023	114	8.0	-8.12	189.73	41.93	136.17	21.88	22.08	79.95	5.25	0.41
2023	114	8.5	-6.31	331.39	51.11	344.53	22.82	22.07	74.42	7.09	0.4
2023	114	9.0	-12.89	153.02	95.72	142.05	23.8	22.07	69.9	8.85	0.3
2023	114	9.5	-12.86	211.79	156.05	275.65	24.47	22.13	69.47	9.34	0.34
2023	114	10.0	-11.14	261.0	136.82	739.49	25.27	22.34	65.52	11.06	0.33
2023	114	10.5	-9999	218.62	-9999	805.83	25.99	22.53	62.83	12.45	0.44
2023	114	11.0	-9999	219.88	-9999	836.03	26.41	22.84	59.26	13.99	0.45
2023	114	11.5	-9999	221.14	-9999	770.29	26.87	23.15	62.11	13.36	0.51
2023	114	12.0	-9.58	206.22	189.76	938.7	26.59	23.47	64.33	12.38	0.1
2023	114	12.5	-8.8	175.21	74.13	328.62	26.71	23.7	61.96	13.29	0.36
2023	114	13.0	-14.36	250.71	149.74	603.78	26.77	23.93	63.49	12.8	0.51
2023	114	13.5	-9999	274.02	110.32	147.58	25.19	24.06	69.11	9.87	0.72
2023	114	14.0	-9999	297.33	70.89	185.35	24.78	23.67	70.69	9.14	0.2
2023	114	14.5	-9999	320.64	31.46	469.14	24.54	23.57	85.26	4.53	0.27
2023	114	15.0	-12.68	272.88	-9999	291.05	25.36	23.49	79.96	6.47	0.3
2023	114	15.5	-10.66	225.11	-9999	450.91	25.54	23.53	76.93	7.52	0.35
2023	114	16.0	-8.76	176.12	-9999	245.87	25.13	23.57	80.21	6.3	0.4
2023	114	16.5	-6.85	127.14	-13.73	166.83	24.83	23.56	82.45	5.49	0.4
2023	114	17.0	-1.51	31.35	-6.57	129.24	24.31	23.48	86.14	4.2	0.34
2023	114	17.5	2.82	40.05	-17.65	31.2	23.66	23.5	90.09	2.89	0.34
2023	114	18.0	7.15	-0.15	-5.55	4.96	23.03	23.53	93.37	1.86	0.21
2023	114	18.5	9.22	1.85	-11.39	0.66	22.46	23.53	96.73	0.89	0.29
2023	114	19.0	10.55	3.85	-11.68	0.0	22.12	23.48	98.51	0.4	0.42
2023	114	19.5	11.89	5.85	-4.38	0.0	22.0	23.38	98.85	0.3	0.31
2023	114	20.0	14.69	2.66	-7.1	0.0	21.92	23.36	98.98	0.27	0.22
2023	114	20.5	18.34	-3.56	-6.85	0.0	21.75	23.32	98.83	0.3	0.29
2023	114	21.0	8.55	-27.36	-3.98	0.0	21.45	23.27	98.87	0.29	0.23
2023	114	21.5	0.67	-9999	-9999	0.0	21.46	23.2	98.26	0.44	0.09
2023	114	22.0	1.42	-9999	-9999	0.0	21.33	23.17	98.33	0.42	0.1
2023	114	22.5	-1.11	-9999	-9999	0.0	21.2	23.11	98.07	0.48	0.23
2023	114	23.0	2.46	-6.4	-1.22	0.0	20.95	23.07	98.03	0.49	0.14
2023	114	23.5	6.03	-2.24	-3.64	0.0	20.74	23.02	98.46	0.37	0.16
2023	115	0.0	8.41	1.92	-5.61	0.0	20.54	22.98	98.14	0.45	0.16
2023	115	0.5	4.34	0.65	3.93	0.0	20.61	22.89	96.19	0.92	0.12
2023	115	1.0	0.27	-0.63	-2.22	0.0	20.49	22.8	96.84	0.76	0.05
2023	115	1.5	4.97	-5.43	-9999	0.0	20.2	22.71	97.69	0.54	0.14
2023	115	2.0	9.67	-1.46	-9999	0.0	19.88	22.63	98.95	0.24	0.1
2023	115	2.5	5.1	5.43	-9999	0.0	19.74	22.63	99.33	0.15	0.21
2023	115	3.0	0.53	12.32	20.44	0.0	20.13	22.6	97.15	0.67	0.17
2023	115	3.5	0.37	0.22	12.56	0.0	20.52	22.53	94.15	1.41	0.09
2023	115	4.0	0.21	-11.87	4.68	0.0	20.56	22.43	90.61	2.27	0.19
2023	115	4.5	0.06	-5.09	-9.92	0.0	20.98	22.37	83.71	4.03	0.18
2023	115	5.0	0.89	1.7	-11.34	0.0	21.01	22.31	83.0	4.22	0.22
2023	115	5.5	0.26	8.49	-2.13	1.25	20.97	22.25	81.74	4.52	0.19
2023	115	6.0	4.25	5.0	-13.13	18.74	20.45	22.13	87.43	3.01	0.17
2023	115	6.5	-9999	1.52	-2.05	57.88	20.83	22.08	86.24	3.38	0.05
2023	115	7.0	-9999	30.64	-3.91	103.19	21.11	22.02	86.05	3.48	0.05
2023	115	7.5	-9999	120.89	-9999	168.18	21.39	22.0	84.93	3.83	0.2
2023	115	8.0	-10.6	95.31	-9999	200.65	22.3	22.0	81.39	5.0	0.26
2023	115	8.5	-13.73	246.29	-9999	293.27	23.19	21.95	75.06	7.06	0.17
2023	115	9.0	-14.52	363.82	63.8	184.88	23.62	21.94	73.54	7.7	0.28
2023	115	9.5	-15.17	260.91	77.61	227.85	24.76	21.98	58.87	12.81	0.5
2023	115	10.0	-15.82	158.01	144.44	730.32	25.36	22.15	53.9	14.88	0.29
2023	115	10.5	-19.7	348.06	176.43	800.41	25.75	22.36	62.09	12.52	0.5
2023	115	11.0	-11.49	267.84	208.42	844.8	26.01	22.62	64.36	11.95	0.5
2023	115	11.5	-18.07	414.68	206.38	637.02	26.16	22.95	66.42	11.36	0.67
2023	115	12.0	-14.35	283.99	199.4	670.4	25.86	23.21	71.24	9.56	0.79
2023	115	12.5	-14.88	374.15	241.72	817.94	25.76	23.42	70.42	9.77	0.81
2023	115	13.0	-18.89	435.08	212.59	836.39	25.84	23.6	68.0	10.62	0.86
2023	115	13.5	-11.58	258.92	183.46	659.75	25.42	23.67	68.02	10.36	0.73
2023	115	14.0	-13.06	280.85	129.47	700.24	25.43	23.75	65.44	11.2	0.7
2023	115	14.5	-11.76	302.78	149.28	631.05	25.39	23.75	68.26	10.26	0.61
2023	115	15.0	-8.0	212.62	148.38	424.66	24.63	23.76	76.45	7.28	0.84
2023	115	15.5	-6.63	162.26	78.1	278.44	24.05	23.72	79.22	6.2	0.79
2023	115	16.0	1.29	127.47	56.11	176.58	23.33	23.63	83.45	4.73	0.79
2023	115	16.5	6.42	121.43	52.28	165.86	22.99	23.58	83.85	4.52	0.77
2023	115	17.0	9.37	67.5	20.7	68.66	22.26	23.57	86.25	3.68	0.71
2023	115	17.5	9.78	58.35	10.74	7.37	21.53	23.49	88.15	3.04	0.72
2023	115	18.0	13.03	49.2	0.77	3.92	20.92	23.46	90.27	2.4	0.8
2023	115	18.5	16.29	29.56	2.43	0.18	20.59	23.37	92.42	1.83	0.69
2023	115	19.0	19.64	20.1	5.36	0.0	20.29	23.22	93.35	1.58	0.7
2023	115	19.5	17.45	11.5	6.42	0.0	19.98	23.18	94.39	1.31	0.7
2023	115	20.0	9.42	9.6	-3.61	0.0	19.64	23.11	95.91	0.93	0.44
2023	115	20.5	8.79	7.69	-4.15	0.0	19.65	23.01	96.1	0.89	0.5
2023	115	21.0	10.11	3.46	-2.47	0.0	19.66	22.9	96.22	0.86	0.61
2023	115	21.5	14.38	2.38	-0.79	0.0	19.64	22.84	96.54	0.79	0.58
2023	115	22.0	10.38	1.89	-5.36	0.0	19.59	22.79	97.3	0.61	0.5
2023	115	22.5	12.51	1.4	-15.88	0.0	19.58	22.74	97.24	0.63	0.61
2023	115	23.0	7.7	-1.17	-7.05	0.0	19.56	22.64	97.81	0.5	0.57
2023	115	23.5	5.8	-3.73	-9.11	0.0	19.46	22.6	97.14	0.64	0.45
2023	116	0.0	6.3	-6.3	-15.13	0.0	19.3	22.5	96.56	0.77	0.46
2023	116	0.5	4.41	-1.14	-19.87	0.0	19.19	22.5	96.38	0.8	0.47
2023	116	1.0	8.54	4.02	-13.12	0.0	19.3	22.48	96.21	0.85	0.48
2023	116	1.5	11.47	-4.74	-3.8	0.0	19.19	22.41	96.88	0.69	0.63
2023	116	2.0	5.7	-20.88	-18.7	0.0	18.9	22.33	97.24	0.6	0.51
2023	116	2.5	4.62	-11.87	-18.1	0.0	18.79	22.3	96.87	0.68	0.47
2023	116	3.0	9.37	-2.86	-21.99	0.0	18.64	22.26	97.57	0.52	0.49
2023	116	3.5	9.87	-2.28	-10.34	0.0	18.64	22.18	97.99	0.43	0.46
2023	116	4.0	10.82	-5.97	-10.63	0.0	18.51	22.13	98.19	0.39	0.39
2023	116	4.5	6.95	-2.2	-11.72	0.0	18.44	22.1	97.87	0.45	0.37
2023	116	5.0	5.01	1.56	-10.45	0.0	18.4	22.07	98.11	0.4	0.34
2023	116	5.5	7.2	-6.1	-13.71	1.31	18.55	22.03	97.64	0.5	0.48
2023	116	6.0	4.7	2.85	-7.36	14.08	18.65	22.0	97.53	0.53	0.42
2023	116	6.5	2.74	2.43	-1.94	29.68	18.8	21.92	97.28	0.59	0.28
2023	116	7.0	-9999	67.42	8.68	95.3	18.94	21.88	97.61	0.52	0.47
2023	116	7.5	-9999	77.03	19.31	152.35	19.63	21.87	93.95	1.38	0.5
2023	116	8.0	-9999	30.13	15.79	112.12	19.85	21.87	92.07	1.83	0.43
2023	116	8.5	-5.76	65.97	47.35	228.84	20.18	21.87	90.3	2.29	0.46
2023	116	9.0	-15.39	148.07	99.15	290.11	20.83	21.87	85.99	3.44	0.64
2023	116	9.5	-11.28	104.21	109.09	362.14	21.32	21.92	85.33	3.71	0.58
2023	116	10.0	-14.07	262.54	106.76	455.83	21.77	21.95	82.31	4.6	0.76
2023	116	10.5	-10.78	133.45	143.68	388.85	22.24	22.05	79.24	5.56	0.67
2023	116	11.0	-9.46	110.65	114.56	261.12	21.72	22.15	83.29	4.33	0.59
2023	116	11.5	-8.13	97.98	85.44	256.5	21.53	22.24	85.69	3.67	0.43
2023	116	12.0	-9.01	85.32	56.32	211.56	21.29	22.29	88.1	3.0	0.45
2023	116	12.5	-9.89	84.72	63.77	227.02	21.26	22.3	88.07	3.01	0.52
2023	116	13.0	-10.58	77.72	90.8	405.34	21.24	22.3	86.77	3.33	0.59
2023	116	13.5	-13.36	72.24	80.41	184.09	21.23	22.32	88.58	2.87	0.63
2023	116	14.0	-6.14	66.76	85.25	339.63	20.85	22.36	89.37	2.61	0.51
2023	116	14.5	-12.98	190.71	73.32	257.65	21.38	22.39	83.41	4.21	0.59
2023	116	15.0	-11.96	92.76	57.54	283.61	21.65	22.42	83.29	4.31	0.48
2023	116	15.5	-13.49	123.98	46.41	248.81	22.03	22.42	83.11	4.46	0.58
2023	116	16.0	-6.4	65.03	41.09	205.39	21.89	22.4	84.07	4.17	0.51
2023	116	16.5	-0.77	46.18	25.18	126.0	21.79	22.38	85.89	3.67	0.58
2023	116	17.0	4.86	74.56	5.55	59.87	21.3	22.37	88.83	2.82	0.59
2023	116	17.5	10.49	24.59	-4.42	29.14	20.91	22.37	91.46	2.11	0.45
2023	116	18.0	10.55	3.77	-3.26	11.31	20.66	22.37	94.02	1.45	0.35
2023	116	18.5	15.98	2.9	-2.11	0.42	20.47	22.35	95.46	1.09	0.51
2023	116	19.0	19.67	3.32	7.22	0.0	20.22	22.31	96.01	0.94	0.77
2023	116	19.5	17.68	3.74	4.48	0.0	19.94	22.29	96.38	0.84	0.69
2023	116	20.0	13.98	8.85	1.28	0.0	19.75	22.24	96.32	0.85	0.65
2023	116	20.5	12.52	-9999	-1.13	0.0	19.56	22.23	96.51	0.79	0.51
2023	116	21.0	13.04	-9999	-3.92	0.0	19.43	22.2	97.45	0.57	0.48
2023	116	21.5	12.89	-9999	-1.93	0.0	19.44	22.13	98.38	0.36	0.4
2023	116	22.0	10.53	-9999	0.05	0.0	19.5	22.1	99.21	0.18	0.39
2023	116	22.5	12.79	-9999	2.04	0.0	19.43	22.01	99.35	0.15	0.6
2023	116	23.0	15.05	-4.1	-12.63	0.0	19.4	21.99	99.48	0.12	0.65
2023	116	23.5	11.93	-10.35	-20.69	0.0	19.38	21.95	99.58	0.09	0.5
2023	117	0.0	6.38	-6.56	-28.75	0.0	19.22	21.9	99.52	0.11	0.41
2023	117	0.5	7.13	-2.77	-9999	0.0	19.29	21.87	99.53	0.1	0.5
2023	117	1.0	7.87	-2.45	-9999	0.0	19.19	21.87	99.61	0.09	0.56
2023	117	1.5	8.61	-2.12	-9999	0.0	19.14	21.86	99.67	0.07	0.37
2023	117	2.0	10.96	-2.37	9.04	0.0	19.21	21.82	99.74	0.06	0.37
2023	117	2.5	11.24	-6.13	-10.03	0.0	19.25	21.8	99.75	0.05	0.55
2023	117	3.0	11.52	-4.0	-19.65	0.0	19.03	21.79	99.8	0.04	0.45
2023	117	3.5	12.18	-1.87	-29.26	0.0	18.79	21.75	99.8	0.04	0.49
2023	117	4.0	10.04	5.26	-36.94	0.0	18.67	21.74	99.8	0.04	0.37
2023	117	4.5	12.3	1.38	12.9	0.0	18.49	21.68	99.78	0.05	0.4
2023	117	5.0	-9999	-4.24	-0.72	0.0	18.45	21.59	99.78	0.05	0.35
2023	117	5.5	-9999	-9.87	-14.34	0.92	18.35	21.57	99.8	0.04	0.51
2023	117	6.0	-9999	-14.44	2.49	12.21	18.27	21.54	99.84	0.03	0.46
2023	117	6.5	0.1	-3.82	19.32	41.05	18.1	21.5	99.78	0.05	0.3
2023	117	7.0	-0.69	6.8	15.52	87.12	18.52	21.5	98.7	0.28	0.33
2023	117	7.5	1.4	67.0	11.73	150.95	19.17	21.5	95.37	1.02	0.49
2023	117	8.0	-5.66	91.4	39.17	203.67	19.5	21.5	94.59	1.22	0.46
2023	117	8.5	-12.73	177.97	75.32	268.56	20.31	21.47	90.44	2.27	0.57
2023	117	9.0	-14.57	206.72	87.28	271.91	20.74	21.45	87.77	2.98	0.75
2023	117	9.5	-16.65	260.03	92.09	345.9	21.15	21.49	84.79	3.81	0.71
2023	117	10.0	-14.47	192.34	125.56	564.9	21.68	21.57	82.2	4.6	0.49
2023	117	10.5	-21.81	256.45	196.79	532.79	22.39	21.69	79.34	5.58	0.53
2023	117	11.0	-10.49	152.22	83.61	408.84	22.44	21.82	79.59	5.53	0.46
2023	117	11.5	-20.91	240.03	104.4	338.32	22.71	21.98	79.35	5.68	0.61
2023	117	12.0	-19.72	239.56	125.18	455.81	22.98	22.08	78.46	6.03	0.61
2023	117	12.5	-18.57	222.98	126.68	396.9	23.2	22.1	78.94	5.97	0.51
2023	117	13.0	-12.6	229.93	166.28	528.71	23.04	22.2	81.28	5.26	0.48
